movie_title,num_critic_for_reviews,duration,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,gross,title_year,num_voted_users,plot_keywords,num_user_for_reviews,budget,genres
The World Is Not Enough ,197,128,150,766,536,244,126930660,1999,157519,british|oil|scientist|terrorist|tycoon,683,135000000,Action|Adventure|Thriller
Master and Commander: The Far Side of the World ,244,138,608,613,172,168,93926386,2003,168207,1800s|napoleonic wars|pursuit|royal navy|ship,684,150000000,Action|Adventure|Drama|History|War
The Twilight Saga: Breaking Dawn - Part 2 ,322,115,386,21000,17000,12000,292298923,2012,185394,battle|friend|super strength|vampire|vision,329,120000000,Adventure|Drama|Fantasy|Romance
Happy Feet 2 ,156,100,750,49000,11000,988,63992328,2011,32399,3d|antarctica|krill|penguin|sequel,79,135000000,Animation|Comedy|Family|Musical
The Incredible Hulk ,354,135,255,3000,1000,882,134518390,2008,326286,antidote|cure|hulk|marvel cinematic universe|opening action scene,643,150000000,Action|Adventure|Sci-Fi
Miami Vice             ,21,60,,982,321,184,,,16769,cult tv|detective|drugs|police|undercover,74,1500000,Action|Crime|Drama|Mystery|Thriller
The BFG ,252,117,14000,535,400,358,52792307,2016,12572,cannibal|evil brother|giant|london england|queen,106,140000000,Adventure|Family|Fantasy
The Revenant ,556,156,0,29000,27000,733,183635922,2015,406020,bear attack|cauterizing a wound|native american|revenge|survival,1188,135000000,Adventure|Drama|Thriller|Western
Turbo ,166,96,13,16000,881,463,83024900,2013,62424,accident|freak accident|race|snail|underdog,90,135000000,Adventure|Animation|Comedy|Family|Sport
Rango ,362,107,563,40000,1000,939,123207194,2011,183208,chameleon|lizard|sheriff|water|western town,337,135000000,Adventure|Animation|Comedy|Family|Western
Penguins of Madagascar ,153,92,35,19000,411,179,83348920,2014,60230,little girl|park|spy|statue of liberty|television van,118,132000000,Adventure|Animation|Comedy|Family
The Bourne Ultimatum ,329,115,521,13000,897,883,227137090,2007,491077,action hero|cia|dark past|flashback|memory,820,110000000,Action|Mystery|Thriller
Kung Fu Panda ,266,92,54,11000,967,562,215395021,2008,307029,kung fu|kung fu master|master|panda|snow leopard,360,130000000,Action|Adventure|Animation|Comedy|Family
Ant-Man ,517,117,235,2000,2000,680,180191634,2015,313866,ant|chinatown san francisco|heist|sabotage|vault,549,130000000,Action|Adventure|Comedy|Sci-Fi
The Hunger Games: Catching Fire ,502,146,508,34000,14000,523,424645577,2013,498397,president|snow|television|tour|uprising,706,130000000,Adventure|Sci-Fi|Thriller
The Twilight Saga: Breaking Dawn - Part 2 ,322,115,386,21000,17000,12000,292298923,2012,185394,battle|friend|super strength|vampire|vision,329,120000000,Adventure|Drama|Fantasy|Romance
Home ,165,94,12,17000,523,183,177343675,2015,70121,alien friendship|alien invasion|australia|flying car|mother daughter relationship,214,135000000,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi
War of the Worlds ,401,116,14000,10000,1000,807,234277056,2005,334345,alien|fight|storm|survival|tripod,2741,132000000,Adventure|Sci-Fi|Thriller
Bad Boys II ,94,147,0,10000,898,877,138396624,2003,178126,cuba|dea|drugs|money|undercover,511,130000000,Action|Comedy|Crime|Thriller
Puss in Boots ,246,90,50,4000,442,397,149234747,2011,114287,betrayal|egg|friend|goose|hero,137,130000000,Action|Adventure|Animation|Comedy|Family|Fantasy
Salt ,330,101,176,11000,702,282,118311368,2010,245621,cia|on the run|russian|russian spy|strong female lead,514,110000000,Action|Crime|Mystery|Thriller
Noah ,434,138,0,12000,9000,8000,101160529,2014,200022,ark|flood|noah's ark|water|wrath of god,1240,125000000,Action|Adventure|Drama
The Adventures of Tintin ,440,107,14000,2000,871,845,77564037,2011,177383,captain|morocco|ship|tintin|treasure,447,135000000,Action|Adventure|Family|Mystery
Harry Potter and the Prisoner of Azkaban ,274,142,0,11000,10000,10000,249358727,2004,382255,magic|muggle|serial killer|traitor|wizard,1504,130000000,Adventure|Family|Fantasy|Mystery
Australia ,245,165,1000,309,284,165,49551662,2008,102338,australia|cattle|darwin|drover|japanese,450,130000000,Adventure|Drama|Romance|War
After Earth ,349,100,0,10000,943,894,60522097,2013,158720,box office flop|father son team|fear|race against time|real life father and son playing father and son,744,130000000,Action|Adventure|Sci-Fi
Dinosaur ,145,82,0,1000,558,388,137748063,2000,38438,egg|iguanodon|lemur|meteor|nesting grounds,241,127500000,Adventure|Animation|Family|Thriller
Harry Potter and the Deathly Hallows: Part II ,1,,0,10000,570,159,,2011,381,,2,,Action|Fantasy
Night at the Museum: Secret of the Tomb ,154,98,189,49000,3000,1000,113733726,2014,67223,museum|museum of natural history manhattan new york city|night watchman|star died before release|tablet,126,127000000,Adventure|Comedy|Family|Fantasy
Megamind ,233,95,96,24000,11000,8000,148337537,2010,172754,battle|city|planet|prison|superhero,187,130000000,Action|Animation|Comedy|Family|Sci-Fi
Harry Potter and the Sorcerer's Stone ,258,159,0,11000,687,645,317557891,2001,444683,based on novel|birthday|evil wizard|quidditch|wizard,1571,125000000,Adventure|Family|Fantasy
R.I.P.D. ,208,96,124,16000,12000,1000,33592415,2013,91640,drug dealer|gold|partner|police|undead,210,130000000,Action|Comedy|Fantasy
Godzilla Resurgence ,1,120,28,544,106,12,,2016,374,blood|godzilla|monster|sequel,13,,Action|Adventure|Drama|Horror|Sci-Fi
Pirates of the Caribbean: The Curse of the Black Pearl ,271,143,563,40000,5000,1000,305388685,2003,809474,caribbean|curse|governor|pirate|undead,2113,140000000,Action|Adventure|Fantasy
Harry Potter and the Deathly Hallows: Part I ,4,,0,10000,2000,1000,,2010,252,,2,,Fantasy
The Hunger Games: Mockingjay - Part 1 ,403,123,508,34000,22000,14000,337103873,2014,305008,based on young adult novel|manipulation|rebellion|symbol|uprising,591,125000000,Adventure|Sci-Fi|Thriller
The Da Vinci Code ,294,174,2000,15000,574,362,217536138,2006,314253,based on supposedly true story|holy grail|mary magdalene|opus dei|secret,1966,125000000,Mystery|Thriller
Rio 2 ,159,101,107,688,237,56,131536019,2014,58498,amazon|bird|father in law|jungle|no opening credits,99,103000000,Adventure|Animation|Comedy|Family|Musical
X-Men 2 ,289,134,0,20000,505,346,214948780,2003,405973,mutant|prison|professor|school|x men,1055,110000000,Action|Adventure|Fantasy|Sci-Fi|Thriller
Fast Five ,342,132,681,23000,14000,12000,209805005,2011,284792,drug lord|drugs|federal agent|heist|police,366,125000000,Action|Crime|Thriller
Sherlock Holmes: A Game of Shadows ,382,129,0,21000,979,154,186830669,2011,338635,factory|gypsy|investigation|sherlock holmes|train,412,125000000,Action|Adventure|Crime|Mystery|Thriller
Clash of the Titans ,344,106,255,14000,1000,850,163192114,2010,229679,famous line|hand to hand combat|kraken|rape|zeus,637,125000000,Action|Adventure|Fantasy
Total Recall ,196,113,719,605,308,217,119412921,1990,240241,ambiguous ending|false memory|implanted memory|memory|space colony,391,65000000,Action|Sci-Fi
The 13th Warrior ,85,102,323,845,372,241,32694788,1999,101411,arab|battle|combat|viking|warrior,546,85000000,Action|Adventure|History
The Bourne Legacy ,436,135,209,10000,826,602,113165635,2012,229823,assassin|cia|drone|pill|wolf,504,125000000,Action|Adventure|Thriller
Batman & Robin ,183,125,541,920,890,409,107285004,1997,189855,butler|critically bashed|cure|freeze|gotham,1018,125000000,Action
How the Grinch Stole Christmas ,175,110,2000,1000,722,636,260031035,2000,141414,box office hit|christmas|materialism|public humiliation|snowflake,482,123000000,Comedy|Family|Fantasy
The Day After Tomorrow ,239,124,776,15000,2000,812,186739919,2004,333248,climate|end of the world|global warming|natural disaster|weather,1159,125000000,Action|Adventure|Sci-Fi|Thriller
Mission: Impossible II ,237,123,610,10000,794,653,215397307,2000,242188,cure|mission|terrorist|thief|virus,1426,125000000,Action|Adventure|Thriller
The Perfect Storm ,231,130,249,784,638,461,182618434,2000,133076,death|fish|fishing|sea|storm,779,140000000,Action|Adventure|Drama|Thriller
Fantastic 4: Rise of the Silver Surfer ,262,92,167,11000,2000,702,131920333,2007,213275,fantastic four|space|strong female character|strong female lead|superheroine,436,130000000,Action|Adventure|Sci-Fi|Thriller
Life of Pi ,552,127,0,774,358,341,124976634,2012,440084,animal|faith|india|journey|tiger,755,120000000,Adventure|Drama|Fantasy
Ghost Rider ,276,123,160,12000,701,402,115802596,2007,182661,blackheart|devil|father|ghost|mephistopheles,681,110000000,Action|Fantasy|Thriller
Jason Bourne ,267,123,521,13000,365,265,108521835,2016,40123,black ops|chase|cia|cia agent|repeated scene,297,120000000,Action|Thriller
Charlie's Angels: Full Throttle ,102,107,368,2000,1000,1000,100685880,2003,100821,fbi|murder|ring|witness protection|witness protection program,554,120000000,Action|Adventure|Comedy|Crime
Prometheus ,775,124,0,13000,9000,641,126464904,2012,456260,cave painting|medical scanner|planet|pregnant with an alien fetus|suspended animation,2326,130000000,Adventure|Mystery|Sci-Fi
Stuart Little 2 ,71,77,50,886,799,537,64736114,2002,36471,anthropomorphic mouse|falcon|marshmallow|second part|soccer,69,120000000,Adventure|Animation|Comedy|Family|Fantasy
Elysium ,476,109,662,13000,2000,1000,93050117,2013,338087,christ figure|class differences|messiah|saviour|social commentary,814,115000000,Action|Drama|Sci-Fi|Thriller
The Chronicles of Riddick ,207,134,123,14000,850,567,57637485,2004,183909,bounty hunter|escape|necromonger|planet|warrior,666,105000000,Action|Adventure|Sci-Fi|Thriller
RoboCop ,492,117,294,10000,2000,1000,58607007,2014,182899,law enforcement|police|robocop|robot|technology,630,100000000,Action|Crime|Sci-Fi|Thriller
Speed Racer ,284,135,0,690,107,87,43929341,2008,57873,based on anime|based on cartoon|gadget car|racer|speed,414,120000000,Action|Family|Sport
How Do You Know ,168,121,274,273,216,157,30212620,2010,35066,embarrassment|falling in love|love|love triangle|revelation,196,120000000,Comedy|Drama|Romance
Knight and Day ,283,117,446,10000,973,877,76418654,2010,148280,chase|fbi|garage|spy|surveillance,348,117000000,Action|Comedy|Romance
Oblivion ,539,124,364,11000,10000,1000,89021735,2013,387436,cabin in the woods|drone|flying through a thunderstorm|post apocalypse|sex in a pool,892,120000000,Action|Adventure|Mystery|Sci-Fi
Star Wars: Episode III - Revenge of the Sith ,359,140,0,20000,16000,4000,380262555,2005,520104,elongated cry of no|friends become enemies|kicked in the butt|robotic midwife|vision,3286,113000000,Action|Adventure|Fantasy|Sci-Fi
Star Wars: Episode II - Attack of the Clones ,284,142,0,20000,16000,4000,310675583,2002,464310,martial arts|murdered before giving protagonist information|part computer animation|prequel|prequel to cult film,3516,115000000,Action|Adventure|Fantasy|Sci-Fi
"Monsters, Inc. ",250,92,0,12000,1000,773,289907418,2001,585659,friend|little girl|monster|rival|scream,593,115000000,Adventure|Animation|Comedy|Family|Fantasy
The Wolverine ,440,138,446,20000,992,929,132550960,2013,328067,healing power|marvel comics|mecha|regeneration|self healing,533,120000000,Action|Adventure|Sci-Fi|Thriller
Star Wars: Episode I - The Phantom Menace ,320,136,0,20000,14000,1000,474544677,1999,534658,alien|character says i have a bad feeling about this|hand to hand combat|seven word title|wilhelm scream,3597,115000000,Action|Adventure|Fantasy|Sci-Fi
The Croods ,257,98,16,16000,15000,12000,187165546,2013,150618,cave|caveman|journey|strict father|survival,195,135000000,Adventure|Animation|Comedy|Family|Fantasy
Asterix at the Olympic Games ,33,116,0,936,276,141,,2008,20567,1st century b.c.|lightsaber|local blockbuster|magical potion|potion,36,78000000,Adventure|Comedy|Family|Fantasy
Windtalkers ,152,153,610,12000,836,617,40911830,2002,55994,code|duty|steel helmet|u.s. marine|u.s. soldier,454,115000000,Action|Drama|War
The Huntsman: Winter's War ,231,120,19,26000,11000,9000,47952020,2016,37750,based on fairy tale|dark fantasy|fairy tale|second part|sequel,134,115000000,Action|Adventure|Drama|Fantasy
Teenage Mutant Ninja Turtles ,348,101,473,833,809,429,190871240,2014,167085,18 wheeler|mutant|ninja|sewer|turtle,491,125000000,Action|Adventure|Comedy|Sci-Fi
Gravity ,738,91,0,39,23,13,274084951,2013,582917,box office hit|long take|sole survivor|space|space station,1885,100000000,Adventure|Drama|Sci-Fi|Thriller
Dante's Peak ,93,108,79,650,293,268,67155742,1997,62271,ash|escape|lava|mayor|volcano,277,116000000,Action|Adventure|Thriller
Teenage Mutant Ninja Turtles: Out of the Shadows ,181,112,13,5000,833,799,81638674,2016,17533,based on comic book|brother brother relationship|rat|sequel|turtle,115,135000000,Action|Adventure|Comedy|Sci-Fi
Fantastic Four ,369,100,128,596,360,78,56114221,2015,110486,box office flop|critically bashed|portal|teleportation|troubled production,695,120000000,Action|Adventure|Sci-Fi
Night at the Museum ,179,108,189,49000,3000,1000,250863268,2006,234480,chaos|museum|museum of natural history|night watchman|watchman,444,110000000,Action|Adventure|Comedy|Family|Fantasy
San Andreas ,358,114,62,12000,2000,884,155181732,2015,147497,disaster movie|earthquake|journey|natural disaster|san andreas fault,499,110000000,Action|Adventure|Drama|Thriller
Tomorrow Never Dies ,160,119,55,811,766,387,125332007,1997,149680,ex boyfriend ex girlfriend relationship|media tycoon|megalomaniac|official james bond series|world war three,328,110000000,Action|Adventure|Thriller
The Patriot ,192,142,776,13000,2000,1000,113330342,2000,207613,american revolution|british|french|hero|standoff,1144,110000000,Action|Drama|History|War
Ocean's Twelve ,198,125,0,11000,8000,350,125531634,2004,284852,father daughter relationship|heist|pretending to be pregnant|sequel|thief,627,110000000,Crime|Thriller
Mr. & Mrs. Smith ,233,126,218,11000,11000,322,186336103,2005,348861,assassin|marriage|secret agent|suburb|target,798,120000000,Action|Comedy|Crime|Romance|Thriller
Insurgent ,263,119,124,14000,5000,1000,129995817,2015,154621,action heroine|falling from height|mind control|trainhopping|truth serum,258,110000000,Adventure|Sci-Fi|Thriller
The Aviator ,267,170,17000,29000,3000,827,102608827,2004,264318,1920s|aviation|fight|spruce goose|test flight,799,110000000,Biography|Drama
Gulliver's Travels ,184,85,11,480,392,116,42776259,2010,53160,bermuda triangle|box office hit|shipwrecked|travel|travel writer,121,112000000,Adventure|Comedy|Family|Fantasy
The Green Hornet ,447,119,1000,11000,1000,741,98780042,2011,136019,heir|kung fu|party|playboy|superhero,443,120000000,Action|Comedy|Crime|Sci-Fi|Thriller
The A-Team             ,29,60,,669,554,432,,,25402,1980s|cult tv|famous opening theme|good versus evil|hero for hire,97,,Action|Adventure|Crime
300: Rise of an Empire ,366,102,263,6000,1000,1000,106369117,2014,225273,army|commander|female rear nudity|greek|navy,523,110000000,Action|Drama|Fantasy|War
The Smurfs ,172,103,67,383,113,111,142614158,2011,66593,blue|new york|new york city|no opening credits|smurf,153,110000000,Adventure|Animation|Comedy|Family|Fantasy
Home on the Range ,104,76,6,12000,513,421,50026353,2004,13581,cattle|cow|dairy farm|farm|rustler,88,110000000,Animation|Comedy|Family|Music|Western
Allegiant ,181,120,124,6000,5000,943,66002193,2016,44296,based on young adult novel|dystopia|genetic experimentation|strong female character|strong female lead,144,110000000,Action|Adventure|Mystery|Sci-Fi|Thriller
Real Steel ,327,127,189,20000,929,544,85463309,2011,254841,arena|boxing|boxing movie|robot|robot battle,426,110000000,Action|Drama|Sci-Fi|Sport
The Smurfs 2 ,125,105,67,681,71,40,71017784,2013,27257,based on cartoon|box office hit|no opening credits|sequel|smurf,59,105000000,Adventure|Animation|Comedy|Family|Fantasy
Speed 2: Cruise Control ,79,121,101,673,368,202,48068396,1997,60573,collision course|computer|cruise|diamonds|ship run aground,248,160000000,Action|Crime|Romance|Thriller
Ender's Game ,326,114,151,11000,635,430,61656849,2013,184561,alien|future|manipulation|simulation|training,554,110000000,Action|Sci-Fi
Live Free or Die Hard ,354,129,235,13000,300,297,134520804,2007,336235,fbi|hacker|independence day|police|terrorist,782,110000000,Action|Adventure|Thriller
The Lord of the Rings: The Fellowship of the Ring ,297,171,0,16000,5000,857,313837577,2001,1238746,elf|hobbit|middle earth|quest|ring,5060,93000000,Action|Adventure|Drama|Fantasy
